,Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Tm_y,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed
544,"Westbrook, Russell",PG,32,WAS,65,65,36.4,8.4,19.0,.439,1.3,4.2,.315,7.0,14.8,.475,.474,4.2,6.4,.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9,22.2,LAL,44211146.0,47063478.0,0.0,0.0,0.0,0.0,Bird Rights,44211146.0
545,"White, Coby",PG,20,CHI,69,54,31.2,5.4,13.1,.416,2.4,6.6,.359,3.1,6.5,.473,.506,1.9,2.1,.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6,15.1,CHI,5837760.0,7413955.0,0.0,0.0,0.0,0.0,1st Round Pick,5837760.0
546,"White, Derrick",SG,26,SAS,36,32,29.6,5.2,12.6,.411,2.3,6.8,.346,2.8,5.8,.486,.503,2.7,3.2,.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5,15.4,SAS,15178571.0,16392857.0,17607143.0,18821429.0,0.0,0.0,Bird,68000000.0
547,"Whiteside, Hassan",C,31,SAC,36,4,15.2,3.5,6.2,.563,0.0,0.0,.000,3.5,6.2,.565,.563,1.1,2.2,.519,1.7,4.3,6.0,0.6,0.3,1.3,1.1,2.0,8.1,UTA,2401537.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2401537.0
548,"Wiggins, Andrew",PF,25,GSW,71,71,33.3,7.1,14.9,.477,2.0,5.2,.380,5.1,9.7,.529,.543,2.4,3.4,.714,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2,18.6,GSW,31579390.0,33616770.0,0.0,0.0,0.0,0.0,1st Round Pick,65196160.0
549,"Williams, Grant",PF,22,BOS,63,9,18.1,1.7,3.9,.437,0.8,2.0,.372,1.0,1.9,.508,.534,0.5,0.8,.588,0.8,2.1,2.8,1.0,0.5,0.4,0.9,2.6,4.7,BOS,2617800.0,4306281.0,0.0,0.0,0.0,0.0,1st Round Pick,6924081.0
550,"Williams, Kenrich",PF,26,OKC,66,13,21.6,3.3,6.2,.533,0.8,1.8,.444,2.5,4.5,.568,.596,0.5,1.0,.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8.0,OKC,2000000.0,2000000.0,0.0,0.0,0.0,0.0,,0.0
551,"Williams, Lou",PG,34,TOT,66,4,21.6,4.0,9.8,.410,1.0,2.6,.399,3.0,7.2,.414,.464,2.3,2.6,.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,0.9,11.3,ATL,5000000.0,0.0,0.0,0.0,0.0,0.0,Bird,5000000.0
552,"Williams, Lou",PG,34,LAC,42,3,21.9,4.3,10.2,.421,1.1,2.8,.378,3.2,7.4,.437,.473,2.5,2.8,.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1.0,12.1,ATL,5000000.0,0.0,0.0,0.0,0.0,0.0,Bird,5000000.0
553,"Williams, Lou",PG,34,ATL,24,1,21.0,3.5,9.0,.389,1.0,2.3,.444,2.5,6.8,.370,.444,2.0,2.3,.870,0.3,1.8,2.1,3.4,0.3,0.1,1.8,0.8,10.0,ATL,5000000.0,0.0,0.0,0.0,0.0,0.0,Bird,5000000.0
554,"Williams, Patrick",PF,19,CHI,71,71,27.9,3.6,7.4,.483,0.8,1.9,.391,2.8,5.5,.515,.534,1.3,1.8,.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,CHI,7422000.0,7775400.0,9835881.0,0.0,0.0,0.0,1st Round Pick,15197400.0
555,"Williams, Robert",C,23,BOS,52,13,18.9,3.6,5.0,.721,0.0,0.0,.000,3.6,4.9,.727,.721,0.9,1.4,.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0,8.0,BOS,3661976.0,10700000.0,11556000.0,12412000.0,13268000.0,0.0,1st Round Pick,51597976.0
556,"Williamson, Zion",PF,20,NOP,61,61,33.2,10.4,17.0,.611,0.2,0.6,.294,10.2,16.4,.622,.616,6.0,8.7,.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,NOP,10733400.0,13534817.0,0.0,0.0,0.0,0.0,1st Round Pick,10733400.0
557,"Windler, Dylan",SF,24,CLE,31,0,16.5,1.8,4.2,.438,0.8,2.5,.338,1.0,1.7,.585,.538,0.7,0.9,.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2,CLE,2239200.0,4037278.0,0.0,0.0,0.0,0.0,1st Round Pick,6276478.0
558,"Winslow, Justise",SF,24,MEM,26,1,19.5,2.8,8.1,.352,0.4,2.1,.185,2.5,6.0,.410,.376,0.8,1.3,.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8,6.8,LAC,3902439.0,4097561.0,0.0,0.0,0.0,0.0,Mini MLE,8000000.0
559,"Wiseman, James",C,19,GSW,39,27,21.4,4.9,9.4,.519,0.3,1.0,.316,4.6,8.5,.542,.535,1.4,2.2,.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5,GSW,9166800.0,9603360.0,12119440.0,0.0,0.0,0.0,1st Round Pick,18770160.0
560,"Wood, Christian",C,25,HOU,41,41,32.3,8.0,15.6,.514,1.9,5.0,.374,6.1,10.6,.581,.574,3.0,4.8,.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1,21.0,HOU,13666667.0,14317459.0,0.0,0.0,0.0,0.0,Sign and Trade,27984126.0
561,"II, Woodard, Robert",SF,21,SAC,13,0,3.5,0.6,1.5,.400,0.1,0.5,.167,0.5,1.1,.500,.425,0.2,0.6,.375,0.3,0.9,1.2,0.2,0.0,0.2,0.1,0.3,1.5,SAC,1517981.0,1782621.0,1930681.0,0.0,0.0,0.0,MLE,1817981.0
562,"Wright, Delon",SG-PG,28,TOT,63,39,27.7,3.8,8.2,.463,1.0,2.7,.372,2.8,5.5,.509,.525,1.6,2.0,.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2,10.2,ATL,8526316.0,0.0,0.0,0.0,0.0,0.0,Sign and Trade,8526316.0
563,"Wright, Delon",SG,28,DET,36,31,29.2,3.8,8.1,.464,0.9,2.5,.348,2.9,5.7,.515,.517,2.0,2.5,.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,ATL,8526316.0,0.0,0.0,0.0,0.0,0.0,Sign and Trade,8526316.0
564,"Wright, Delon",PG,28,SAC,27,8,25.8,3.9,8.3,.462,1.2,3.1,.398,2.6,5.3,.500,.536,1.1,1.3,.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,ATL,8526316.0,0.0,0.0,0.0,0.0,0.0,Sign and Trade,8526316.0
565,"Young, Thaddeus",PF,32,CHI,68,23,24.3,5.4,9.7,.559,0.2,0.7,.267,5.3,9.1,.580,.568,1.0,1.7,.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2,12.1,SAS,14190000.0,0.0,0.0,0.0,0.0,0.0,Cap space,14190000.0
566,"Young, Trae",PG,22,ATL,63,63,33.7,7.7,17.7,.438,2.2,6.3,.343,5.6,11.3,.491,.499,7.7,8.7,.886,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8,25.3,ATL,8326471.0,29750000.0,32130000.0,34510000.0,36890000.0,39270000.0,1st Round Pick,180876471.0
567,"Zeller, Cody",C,28,CHO,48,21,20.9,3.8,6.8,.559,0.1,0.6,.143,3.7,6.2,.598,.565,1.8,2.5,.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,POR,2389641.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2389641.0
568,"Zubac, Ivica",C,23,LAC,72,33,22.3,3.6,5.5,.652,0.0,0.1,.250,3.6,5.4,.656,.654,1.9,2.4,.789,2.6,4.6,7.2,1.3,0.3,0.9,1.1,2.6,9.0,LAC,7518518.0,7518518.0,0.0,0.0,0.0,0.0,Bird Rights,7518518.0
